name,description,brand,size_by_ml,six,type,old_price,price
donna,"donna by valentino for women - eau de parfum, 100ml",valentino ,100,women,parfum,325.02,325.02
scuderia,"scuderia by ferrari for men - eau de toilette, 125 ml",ferrari ,125,men,toilette,92.37,92.37
diesel only the brave tattoo,"diesel only the brave tattoo for men -75 ml, eau de toilette-",na,75,men,toilette,405.00 SAR,199.96
lancome poeme,lancome poeme for women 100ml - eau de parfum,na,100,women,parfum,265.99,265.99
allure sensuelle,"allure sensuelle by chanel for women - eau de parfum, 50ml",chanel ,50,women,parfum,651.00 SAR,422.49
mancera eau de parfum perfume,"mancera eau de parfum perfume for women , women",na,,women,parfum,217.21,217.21
black code perfume,"black code perfume by alone for men , 100ml , eau de parfum -11228",alone ,100,men,parfum,116.00 SAR,55.48
michael kors,"michael kors by michael kors for men - eau de toilette, 70ml",michael kors ,70,men,toilette,113.99,113.99
daarej,"daarej by rasasi for men, eau de parfum, 100ml",rasasi ,100,men,parfum,52.00,52.00
roberto cavalli eau de parfum perfume,"roberto cavalli eau de parfum perfume for women , women",na,,women,parfum,113.96,113.96
chloe love story,chloe love story for women 50ml - eau de toilette,na,50,women,toilette,200.98,200.98
silver,"silver by al rehab for men & women - eau de parfum, 35ml",al rehab ,35,unisex,parfum,14.99,14.99
clinique happy,"clinique happy for women -50 ml, eau de parfum",na,50,women,parfum,199.00 SAR,118.87
le male jean,"le male jean by jean paul gaultier for men - eau de toilette, 125ml",jean paul gaultier ,125,men,toilette,334.78,334.78
shalis,"shalis by remi marquis for women,eau de parfum, 100 ml",remi marquis ,100,women,parfum,39.58,39.58
boucheron perfume,"boucheron perfume for men , eau de parfum , 100ml",na,100,men,parfum,301.00 SAR,159.30
givenchy pour homme,"givenchy pour homme by givenchy for men - eau de toilette, 50 ml",givenchy ,50,men,toilette,254.00 SAR,118.98
eternity moment,"eternity moment by calvin klein for women - eau de parfum, 100ml",calvin klein ,100,women,parfum,273.00 SAR,87.50
aljefri oud,"aljefri oud for unisex -eau de parfum, 100 ml",na,100,unisex,parfum,262.50 SAR,139.84
ferrari black eau de toilette spray,ferrari black eau de toilette spray,na,,na,toilette,120.75 SAR,93.19
play,"play by givenchy for men - eau de toilette, 100 ml",givenchy ,100,men,toilette,420.00 SAR,234.99
mademoiselle rochas,"mademoiselle rochas by rochas for women - eau de parfum , 90ml",rochas ,90,women,parfum,436.00 SAR,176.73
emblem intense,"emblem intense by mont blanc for men - eau de toilette, 100ml",mont blanc ,100,men,toilette,336.00 SAR,134.89
icon racing green,"icon racing green by dunhill for men - eau de parfum, 100ml",dunhill ,100,men,parfum,141.66,141.66
viva la juicy,"viva la juicy by juicy couture for women - eau de parfum, 100 ml",juicy couture ,100,women,parfum,218.00 SAR,121.98
crazy moody,"crazy moody by arabian oud for men , eau de parfum , 100ml",arabian oud ,100,men,parfum,250.00 SAR,162.50
sehr al kalemat,"sehr al kalemat by arabian oud for men & women - oud, 100 ml",arabian oud ,100,unisex,na,440.00 SAR,329.00
"valentino valentina oud assoluto eau de parfum, 80 ml ,","valentino valentina oud assoluto eau de parfum, 80 ml , for women",na,80,women,parfum,718.20 SAR,278.79
"rochas secret de rochas oud mystere women, edp ,50 ml","rochas secret de rochas oud mystere women, edp ,50 ml",na,50,women,na,315.00 SAR,52.63
comme des garcons,"comme des garcons for men and women - eau de parfum, 100ml",na,100,unisex,parfum,536.00 SAR,308.97
al dur al maknoon,"al dur al maknoon by lattafa for men - eau de parfum, 100ml",lattafa ,100,men,parfum,116.00 SAR,38.99
black xs,"black xs by paco rabanne for women - eau de toilette, 80ml",paco rabanne ,80,women,toilette,368.00 SAR,235.00
dunhill desire black,dunhill desire black for men 100ml - eau de toilette,na,100,men,toilette,91.57,91.57
happy spirit amira d'amour,"happy spirit amira d'amour by chopard for women - eau de parfum, 75ml",chopard ,75,women,parfum,336.00 SAR,157.99
narciso,narciso by narciso rodriguez eau de toilette for her 90ml,narciso rodriguez eau de toilette ,90,na,toilette,325.00 SAR,194.95
dahlia divin,"dahlia divin by givenchy for women - eau de parfum, 50ml",givenchy ,50,women,parfum,477.75 SAR,300.00
incanto shine,"incanto shine by salvatore ferragamo for women - eau de toilette, 100ml",salvatore ferragamo ,100,women,toilette,107.82,107.82
still jennifer lopez perfume,"still jennifer lopez perfume for women, or parvan 100ml",na,100,women,na,122.00 SAR,112.75
pino silvestre original,"pino silvestre original by pino silvestre for men - eau de toilette, 125ml",pino silvestre ,125,men,toilette,110.25 SAR,62.48
sheikh al shuyukh luxe edition,"sheikh al shuyukh luxe edition for men, eau de parfum, 100 ml",na,100,men,parfum,41.96,41.96
emblem,"emblem by mont blanc for men - eau de toilette, 4.5ml",mont blanc ,5,men,toilette,26.99,26.99
hypnotic poison,"hypnotic poison by christian dior for women - eau de toilette, 100 ml",christian dior ,100,women,toilette,415.47,415.47
the one collector,"the one collector by dolce & gabbana for men - eau de toilette, 100 ml",dolce & gabbana ,100,men,toilette,483.00 SAR,298.48
escada especially escada elixir intense,"escada especially escada elixir intense for women -75ml, eau de parfum",na,75,women,parfum,125.04,125.04
allure,"allure by chanel for women - eau de parfum, 100 ml",chanel ,100,women,parfum,651.00 SAR,590.00
24 faubourg,"24 faubourg by hermes for women - eau de toilette, 100 ml",hermes ,100,women,toilette,727.00 SAR,293.38
l'homme sport yves saint laurent,"l'homme sport yves saint laurent for men ,eau de toilette ,100ml",na,100,men,toilette,452.00 SAR,220.00
mancera red tobacco,mancera red tobacco for unisex 120ml - eau de parfum,na,120,unisex,parfum,327.90,327.90
la nuit de l`homme,"la nuit de l`homme by yves saint laurent for men - eau de toilette, 200ml",yves saint laurent ,200,men,toilette,482.00,482.00
salvatore ferragamo incanto charms,"salvatore ferragamo incanto charms for women -eau de toilette, 100 ml",na,100,women,toilette,201.00 SAR,89.00
joy,"joy by dior for women - eau de parfum, 90ml",dior ,90,women,parfum,368.97,368.97
ted lapidus pour lui eau de toilette,ted lapidus pour lui eau de toilette for men 100ml,na,100,men,toilette,199.50 SAR,94.92
hugo boss femme,"hugo boss femme for women -75 ml, eau de parfum-",na,75,women,parfum,393.75 SAR,145.80
ralph lauren safari,"ralph lauren safari for men - eau de toilette, 125 ml",na,125,men,toilette,332.00 SAR,249.30
oud ispahan,"oud ispahan by christian dior for unisex - eau de parfum, 250 ml",christian dior ,250,unisex,parfum,"1,783.95 SAR","1,388.34"
majestic rose,"majestic rose by yves saint laurent for women - eau de parfum, 80 ml",yves saint laurent ,80,women,parfum,"1,161.00 SAR",585.90
creation the vert,"creation the vert by ted lapidus for women - eau de toilette, 100ml",ted lapidus ,100,women,toilette,62.49,62.49
boss nuit,"boss nuit by hugo boss for women - eau de parfum, 75ml",hugo boss ,75,women,parfum,268.00 SAR,134.94
excess xs eau de toilette 100ml,excess xs eau de toilette 100ml by paco rabanne,paco rabanne,100,na,toilette,380.00 SAR,179.00
escada especially,"escada especially for women -eau de parfum, 75 ml-",na,75,women,parfum,282.45 SAR,118.98
s t dupont pour homme,"s t dupont pour homme by s t dupont for men - eau de toilette, 100 ml",s t dupont ,100,men,toilette,64.94,64.94
funny,"funny by moschino for women - eau de toilette , 100ml",moschino ,100,women,toilette,141.99,141.99
roses vanille,"roses vanille by mancera unisex perfum - eau de parfum, 120ml","mancera unisex perfum - eau de parfum, 120ml",120,unisex,parfum,217.21,217.21
dior homme,"dior homme by christian dior for men - eau de toilette, 150 ml",christian dior ,150,men,toilette,724.50 SAR,548.00
pace,"pace by jaguar for men - eau de toilette, 100ml",jaguar ,100,men,toilette,85.64,85.64
dolce & gabbana pour femme,dolce & gabbana pour femme for women 100ml - eau de parfum,na,100,women,parfum,230.90,230.90
the beat,"the beat by burberry for women - eau de toilette, 75ml",burberry ,75,women,toilette,189.96,189.96
red aoud,"red aoud by montale - unisex, eau de parfum, 100ml","montale - unisex, eau de parfum, 100ml",100,unisex,parfum,389.00 SAR,267.95
dior homme intense,"dior homme intense by christian dior for men - eau de parfum, 100ml",christian dior ,100,men,parfum,620.00 SAR,385.00
chantal thomass osez-moi,chantal thomass osez-moi for women eau de parfum - 100ml,na,100,women,parfum,200.00 SAR,113.48
escape,"escape by calvin klein for women - eau de parfum, 100 ml",calvin klein ,100,women,parfum,84.83,84.83
rose musc,"rose musc by narciso rodriguez for women - eau de parfum, 100 ml",narciso rodriguez ,100,women,parfum,609.00 SAR,374.55
crystal noir,crystal noir by versace  for women - eau de parfum- 90 ml,versace  ,90,women,parfum,315.00 SAR,183.99
la nuit de l'homme eau électrique,"la nuit de l'homme eau électrique by yves saint laurent for men - eau de toilette, 100ml",yves saint laurent ,100,men,toilette,282.47,282.47
insolence,"insolence by guerlain for women - eau de toilette, 100 ml",guerlain ,100,women,toilette,405.00 SAR,199.95
coco,"coco by chanel for women - eau de parfum, 100 ml",chanel ,100,women,parfum,546.96,546.96
nuit noor,"nuit noor by elie saab for women - eau de parfum, 90 ml",elie saab ,90,women,parfum,600.00 SAR,264.10
al wisam day born to win,"al wisam day born to win by rasasi for men - eau de parfum, 100ml",rasasi ,100,men,parfum,77.40,77.40
missoni,"missoni for women - eau de parfum spray, 100 ml",na,100,women,parfum,426.00 SAR,242.78
declaration d'un soir,"declaration d'un soir by cartier for men - eau de toilette, 100ml",cartier ,100,men,toilette,171.03,171.03
mancera roses & chocolate,"mancera roses & chocolate for women - eau de parfum, 120ml",na,120,women,parfum,439.95 SAR,246.88
body,"body by burberry for women - eau de parfum, 35ml",burberry ,35,women,parfum,132.00,132.00
l'extase caresse de roses,"l'extase caresse de roses by nina ricci for women - eau de parfum, 50ml",nina ricci ,50,women,parfum,338.00 SAR,118.41
narciso rodriguez,"narciso rodriguez by narciso rodriguez for women - eau de parfum, 90ml",narciso rodriguez ,90,women,parfum,326.67,326.67
lanvin rumeur 2 rose,"lanvin rumeur 2 rose for women -100 ml, eau de parfum-",na,100,women,parfum,273.00 SAR,101.95
polo blue,"polo blue by ralph lauren for men - eau de toilette, 125ml",ralph lauren ,125,men,toilette,224.39,224.39
dynamic pulse,"dynamic pulse by adidas for men - eau de toilette, 100ml",adidas ,100,men,toilette,70.00 SAR,39.91
lalique le parfum,"lalique le parfum for women -100ml, eau de parfum-",na,100,women,parfum,113.28,113.28
oud mood,"oud mood by lattafa, perfume for men and women - eau de parfum, 100 ml","lattafa, perfume ",100,unisex,parfum,46.03,46.03
intimately beckham,"intimately beckham by beckham for men - eau de toilette, 75ml",beckham ,75,men,toilette,247.00 SAR,63.99
chance eau fraiche,"chance eau fraiche by chanel for women - eau de toilette, 50 ml",chanel ,50,women,toilette,578.00 SAR,402.77
oud al qasr,"oud al qasr by roberto cavalli for women - eau de parfum, 75ml",roberto cavalli ,75,women,parfum,384.99,384.99
armand basi eau de toilette perfume,"armand basi eau de toilette perfume for women , women",na,,women,toilette,158.00 SAR,108.03
pure xs,"pure xs by paco rabanne for men - eau de toilette, 100ml",paco rabanne ,100,men,toilette,227.20,227.20
armani eau d'aromes,"armani eau d'aromes by giorgio armani for men - eau de toilette, 100ml",giorgio armani ,100,men,toilette,473.00 SAR,252.02
in the mood for love tender,"in the mood for love tender by gianfranco ferre for women - eau de toilette, 100ml",gianfranco ferre ,100,women,toilette,84.48,84.48
arabian oud only blue,arabian oud only blue for unisex 100ml - eau de parfum,na,100,unisex,parfum,220.00 SAR,143.50
s.t dupont essence pure pour homme,s.t dupont essence pure pour homme for men - 100ml,na,100,men,na,216.00 SAR,77.88
flower bomb viktor & rolf,flower bomb viktor & rolf for women -eau de perfume- 50ml,na,50,women,na,504.00 SAR,383.49
christian dior higher dior,"christian dior higher dior for men - 50 ml, eau de toilette",na,50,men,toilette,289.49,289.49
prive oud royal,"prive oud royal by giorgio armani for women - eau de parfum, 100 ml",giorgio armani ,100,women,parfum,"1,344.00 SAR",968.00
mercedes benz le parfum,"mercedes benz le parfum for men - eau de parfum, 120ml",na,120,men,parfum,368.00 SAR,184.88
"paco rabanne lady million, eau de parfum, 80ml","paco rabanne lady million, eau de parfum, 80ml",na,80,na,parfum,378.00 SAR,204.92
goldea,"goldea by bvlgari for women - eau de parfum, 50ml",bvlgari ,50,women,parfum,478.00 SAR,164.27
jovan musk white,"jovan musk white for men - eau de cologne, 88ml",na,88,men,na,125.00 SAR,37.98
al ruban,"al ruban by arabian oud for men , eau de parfum , 120ml",arabian oud ,120,men,parfum,420.00 SAR,264.00
i love juicy couture juicy couture,i love juicy couture juicy couture for women 100 ml,na,100,women,na,305.00 SAR,126.20
cheap & chic moschino stars eau de parfum,cheap & chic moschino stars eau de parfum for women - 100ml,na,100,women,parfum,294.00 SAR,220.98
roberto cavalli roberto cavalli,"roberto cavalli roberto cavalli for women -75ml, eau de parfum-",na,75,women,parfum,305.00 SAR,127.00
"versace eros pour femme - eau de parfum, 50ml","versace eros pour femme - eau de parfum, 50ml",na,50,na,parfum,209.00,209.00
lanvin l'homme sport,"lanvin l'homme sport for men -100ml, eau de toilette-",na,100,men,toilette,136.00 SAR,107.49
guerlain idylle,"guerlain idylle for women -eau de parfum, 50 ml-",na,50,women,parfum,500.00 SAR,152.00
cheap & chic,cheap & chic by moschino 100 ml eau de toilette spray for women,moschino 100 ml eau de toilette spray ,100,women,toilette,347.00 SAR,150.48
the aoud mancera,"the aoud mancera by mancera for unisex - eau de parfum, 120 ml",mancera ,120,unisex,parfum,223.00,223.00
ainger pour femme,"ainger pour femme by etienne aigner for women , 100ml",etienne aigner ,100,women,na,304.00 SAR,127.88
kenzo jungle,"kenzo jungle for women -eau de parfum, 100 ml-",na,100,women,parfum,399.00 SAR,212.43
gucci bloom acqua di fiori,gucci bloom acqua di fiori for women 100ml - eau de toilette,na,100,women,toilette,324.00,324.00
"calvin klein euphoria deep , eau de parfum, 50 ml","calvin klein euphoria deep , eau de parfum, 50 ml",na,50,na,parfum,325.50 SAR,145.98
lara,"lara by arabian oud for women , eau de parfum , 100ml",arabian oud ,100,women,parfum,200.00 SAR,124.50
jovan white musk,jovan white musk by jovan for women 59ml original packed pc,jovan ,59,women,na,60.90 SAR,28.49
stella,"stella by stella mccartney for women - eau de parfum, 50 ml",stella mccartney ,50,women,parfum,137.53,137.53
scent intense,"scent intense by costume national for women - eau de parfum, 100 ml",costume national ,100,women,parfum,329.00,329.00
roberto cavalli serpentine,"roberto cavalli serpentine for women -eau de parfum, 100 ml-",na,100,women,parfum,249.90 SAR,150.17
chopard perfume,"chopard perfume for women , eau de parfum , 75ml",na,75,women,parfum,132.00,132.00
silver scented perfum,"silver scented perfum for men ,100 ml , eau de parfum",na,100,men,parfum,95.00 SAR,39.48
little black dress rare 50ml spray for women,little black dress rare 50ml spray for women by avon,avon,50,women,na,137.00 SAR,82.00
guerlain champs elyseesâ eau de parfum,guerlain champs elyseesâ eau de parfum for women 75ml,na,75,women,parfum,378.00 SAR,215.42
arabian oud asalat al sharq,"arabian oud asalat al sharq for men -50ml, oud-",na,50,men,na,630.00 SAR,476.97
glam,"glam by bebe for women - eau de parfum, 100ml",bebe ,100,women,parfum,170.00 SAR,82.98
leather essence,"leather essence by ferrari for men - eau de parfum, 100ml",ferrari ,100,men,parfum,87.30,87.30
lalique eau de parfum 100ml,lalique eau de parfum 100ml for women,na,100,women,parfum,262.00 SAR,121.01
happy spirit bouquet d'amour,"happy spirit bouquet d'amour by chopard for women - eau de parfum, 75ml",chopard ,75,women,parfum,220.00 SAR,114.00
believe,"believe by britney spears for women - eau de parfum, 100ml",britney spears ,100,women,parfum,242.00 SAR,109.86
